"Mengchen Zhao, Bo An, Christopher Kiekintveld",Optimizing Personalized Email Filtering Thresholds to Mitigate Sequential Spear Phishing Attacks,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12083,2016
"Hiromasa Arai, Crystal Maung, Ke Xu, Haim Schweitzer",Unsupervised Feature Selection by Heuristic Search with Provable Bounds on Suboptimality,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12541,2016
"Masataro Asai, Alex Fukunaga",Tiebreaking Strategies for A* Search: How to Explore the Final Frontier,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12076,2016
"Joydeep Banerjee, Gurulingesh Raravi, Manoj Gupta, Sindhu K. Ernala, Shruti Kunde, Koustuv Dasgupta",CAPReS: Context Aware Persona Based Recommendation for Shoppers,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12016,2016
"Tristan Cazenave, Abdallah Saffidine, Michael Schofield, Michael Thielscher",Nested Monte Carlo Search for Two-Player Games,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12134,2016
"Rina Dechter, Kalev Kask, William Lam, Javier Larrosa",Look-Ahead with Mini-Bucket Heuristics for MPE,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12094,2016
"Alexandre Fréchette, Neil Newman, Kevin Leyton-Brown",Solving the Station Repacking Problem,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12348,2016
"Robert Ganian, Sebastian Ordyniak",The Complexity Landscape of Decompositional Parameters for ILP,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12432,2016
"Yuu Jinnai, Alex Fukunaga",Abstract Zobrist Hashing: An Efficient Work Distribution Method for Parallel Best-First Search,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11896,2016
"Elias Boutros Khalil, Pierre Le Bodic, Le Song, George Nemhauser, Bistra Dilkina",Learning to Branch in Mixed Integer Programming,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12514,2016
"Sixue Liu, Periklis A. Papakonstantinou",Local Search for Hard SAT Formulas: The Strength of the Polynomial Law,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12551,2016
"Canyi Lu, Huan Li, Zhouchen Lin, Shuicheng Yan",Fast Proximal Linearized Alternating Direction Method of Multiplier with Parallel Splitting,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11883,2016
"Steve Rabin, Nathan R. Sturtevant",Combining Bounding Boxes and JPS to Prune Grid Pathfinding,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12336,2016
